NESTBOX	AREA	SEASON	COMB	GREEN_PLANT_PARTS	FRUIT_PEEL_OR_PEEL	BRAMBLES	OTHER_SEEDS	STAMEN_	HEMIPTERA__	DIPTERA	DERMAPTERA	HYMENOPTERA	COLEOPTERA	GASTROPODA	DIPLOPODA	ORTHOPTERA	ISOPODA	ARANEAE	OPILIONES	AVES	MAMMALIA	HAIRS	UNDETERMINED	PSEUDOSCORPIONES
11	Woody	6	Nestbox11_Woody_Seasons6	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0
11	Woody	6	Nestbox11_Woody_Seasons6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
11	Woody	6	Nestbox11_Woody_Seasons6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
11	Woody	6	Nestbox11_Woody_Seasons6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
108	Dune	1	Nestbox108_Dune_Seasons1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0
108	Dune	1	Nestbox108_Dune_Seasons1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0
108	Dune	1	Nestbox108_Dune_Seasons1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0
108	Dune	1	Nestbox108_Dune_Seasons1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
108	Dune	1	Nestbox108_Dune_Seasons1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0
108	Dune	1	Nestbox108_Dune_Seasons1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0
108	Dune	1	Nestbox108_Dune_Seasons1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0
108	Dune	1	Nestbox108_Dune_Seasons1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
108	Dune	1	Nestbox108_Dune_Seasons1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0
108	Dune	1	Nestbox108_Dune_Seasons1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0
108	Dune	1	Nestbox108_Dune_Seasons1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0
108	Dune	1	Nestbox108_Dune_Seasons1	1	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0
109	Dune	1	Nestbox109_Dune_Seasons1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	1	0
109	Dune	1	Nestbox109_Dune_Seasons1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
109	Dune	1	Nestbox109_Dune_Seasons1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
109	Dune	1	Nestbox109_Dune_Seasons1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
109	Dune	1	Nestbox109_Dune_Seasons1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
109	Dune	1	Nestbox109_Dune_Seasons1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
109	Dune	1	Nestbox109_Dune_Seasons1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
109	Dune	1	Nestbox109_Dune_Seasons1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
109	Dune	1	Nestbox109_Dune_Seasons1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
109	Dune	1	Nestbox109_Dune_Seasons1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
110	Dune	1	Nestbox110_Dune_Seasons1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
110	Dune	1	Nestbox110_Dune_Seasons1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
110	Dune	1	Nestbox110_Dune_Seasons1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0
110	Dune	1	Nestbox110_Dune_Seasons1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0
110	Dune	1	Nestbox110_Dune_Seasons1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0
113	Dune	1	Nestbox113_Dune_Seasons1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
113	Dune	1	Nestbox113_Dune_Seasons1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0
113	Dune	1	Nestbox113_Dune_Seasons1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
113	Dune	1	Nestbox113_Dune_Seasons1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0
113	Dune	1	Nestbox113_Dune_Seasons1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
117	Dune	1	Nestbox117_Dune_Seasons1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
117	Dune	1	Nestbox117_Dune_Seasons1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0
117	Dune	1	Nestbox117_Dune_Seasons1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
117	Dune	1	Nestbox117_Dune_Seasons1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
117	Dune	1	Nestbox117_Dune_Seasons1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
117	Dune	1	Nestbox117_Dune_Seasons1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1	0
117	Dune	1	Nestbox117_Dune_Seasons1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
117	Dune	1	Nestbox117_Dune_Seasons1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0
117	Dune	1	Nestbox117_Dune_Seasons1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
117	Dune	1	Nestbox117_Dune_Seasons1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
117	Dune	1	Nestbox117_Dune_Seasons1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0
117	Dune	1	Nestbox117_Dune_Seasons1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0
119	Dune	1	Nestbox119_Dune_Seasons1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
119	Dune	1	Nestbox119_Dune_Seasons1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0
119	Dune	1	Nestbox119_Dune_Seasons1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
119	Dune	1	Nestbox119_Dune_Seasons1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0
119	Dune	1	Nestbox119_Dune_Seasons1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
119	Dune	1	Nestbox119_Dune_Seasons1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
119	Dune	1	Nestbox119_Dune_Seasons1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0
119	Dune	1	Nestbox119_Dune_Seasons1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
119	Dune	1	Nestbox119_Dune_Seasons1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0
119	Dune	1	Nestbox119_Dune_Seasons1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0
119	Dune	1	Nestbox119_Dune_Seasons1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0
119	Dune	1	Nestbox119_Dune_Seasons1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0
120	Dune	1	Nestbox120_Dune_Seasons1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0
120	Dune	1	Nestbox120_Dune_Seasons1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
120	Dune	1	Nestbox120_Dune_Seasons1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
120	Dune	1	Nestbox120_Dune_Seasons1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
120	Dune	1	Nestbox120_Dune_Seasons1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
120	Dune	1	Nestbox120_Dune_Seasons1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
120	Dune	1	Nestbox120_Dune_Seasons1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
120	Dune	1	Nestbox120_Dune_Seasons1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0
120	Dune	1	Nestbox120_Dune_Seasons1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
120	Dune	1	Nestbox120_Dune_Seasons1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
120	Dune	1	Nestbox120_Dune_Seasons1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0
120	Dune	1	Nestbox120_Dune_Seasons1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0
121	Dune	1	Nestbox121_Dune_Seasons1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
121	Dune	1	Nestbox121_Dune_Seasons1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
121	Dune	1	Nestbox121_Dune_Seasons1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
121	Dune	1	Nestbox121_Dune_Seasons1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
121	Dune	1	Nestbox121_Dune_Seasons1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
121	Dune	1	Nestbox121_Dune_Seasons1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
121	Dune	1	Nestbox121_Dune_Seasons1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
121	Dune	1	Nestbox121_Dune_Seasons1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0
121	Dune	1	Nestbox121_Dune_Seasons1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
121	Dune	1	Nestbox121_Dune_Seasons1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
121	Dune	1	Nestbox121_Dune_Seasons1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
121	Dune	1	Nestbox121_Dune_Seasons1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0
108	Dune	2	Nestbox108_Dune_Seasons2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0
108	Dune	2	Nestbox108_Dune_Seasons2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
108	Dune	2	Nestbox108_Dune_Seasons2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0
108	Dune	2	Nestbox108_Dune_Seasons2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
108	Dune	2	Nestbox108_Dune_Seasons2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0
108	Dune	2	Nestbox108_Dune_Seasons2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0
108	Dune	2	Nestbox108_Dune_Seasons2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
108	Dune	2	Nestbox108_Dune_Seasons2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
108	Dune	2	Nestbox108_Dune_Seasons2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
108	Dune	2	Nestbox108_Dune_Seasons2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0
108	Dune	2	Nestbox108_Dune_Seasons2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
108	Dune	2	Nestbox108_Dune_Seasons2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
113	Dune	2	Nestbox113_Dune_Seasons2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
113	Dune	2	Nestbox113_Dune_Seasons2	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0
113	Dune	2	Nestbox113_Dune_Seasons2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
113	Dune	2	Nestbox113_Dune_Seasons2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
117	Dune	2	Nestbox117_Dune_Seasons2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0
117	Dune	2	Nestbox117_Dune_Seasons2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0
117	Dune	2	Nestbox117_Dune_Seasons2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0
117	Dune	2	Nestbox117_Dune_Seasons2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0
117	Dune	2	Nestbox117_Dune_Seasons2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
117	Dune	2	Nestbox117_Dune_Seasons2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
117	Dune	2	Nestbox117_Dune_Seasons2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
117	Dune	2	Nestbox117_Dune_Seasons2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
117	Dune	2	Nestbox117_Dune_Seasons2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0
117	Dune	2	Nestbox117_Dune_Seasons2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
117	Dune	2	Nestbox117_Dune_Seasons2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0
117	Dune	2	Nestbox117_Dune_Seasons2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
117	Dune	2	Nestbox117_Dune_Seasons2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
118	Dune	2	Nestbox118_Dune_Seasons2	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0
118	Dune	2	Nestbox118_Dune_Seasons2	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0
118	Dune	2	Nestbox118_Dune_Seasons2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	1	0
118	Dune	2	Nestbox118_Dune_Seasons2	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0
118	Dune	2	Nestbox118_Dune_Seasons2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
118	Dune	2	Nestbox118_Dune_Seasons2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
118	Dune	2	Nestbox118_Dune_Seasons2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
118	Dune	2	Nestbox118_Dune_Seasons2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
118	Dune	2	Nestbox118_Dune_Seasons2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0
118	Dune	2	Nestbox118_Dune_Seasons2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0
118	Dune	2	Nestbox118_Dune_Seasons2	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0
118	Dune	2	Nestbox118_Dune_Seasons2	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
119	Dune	2	Nestbox119_Dune_Seasons2	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0
119	Dune	2	Nestbox119_Dune_Seasons2	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
119	Dune	2	Nestbox119_Dune_Seasons2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
119	Dune	2	Nestbox119_Dune_Seasons2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
121	Dune	2	Nestbox121_Dune_Seasons2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
121	Dune	2	Nestbox121_Dune_Seasons2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
121	Dune	2	Nestbox121_Dune_Seasons2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
121	Dune	2	Nestbox121_Dune_Seasons2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0
121	Dune	2	Nestbox121_Dune_Seasons2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
121	Dune	2	Nestbox121_Dune_Seasons2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
121	Dune	2	Nestbox121_Dune_Seasons2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
121	Dune	2	Nestbox121_Dune_Seasons2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
121	Dune	2	Nestbox121_Dune_Seasons2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
121	Dune	2	Nestbox121_Dune_Seasons2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0
121	Dune	2	Nestbox121_Dune_Seasons2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
121	Dune	2	Nestbox121_Dune_Seasons2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0
107	Dune	3	Nestbox107_Dune_Seasons3	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
107	Dune	3	Nestbox107_Dune_Seasons3	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0
107	Dune	3	Nestbox107_Dune_Seasons3	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0
107	Dune	3	Nestbox107_Dune_Seasons3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
107	Dune	3	Nestbox107_Dune_Seasons3	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0
107	Dune	3	Nestbox107_Dune_Seasons3	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0
107	Dune	3	Nestbox107_Dune_Seasons3	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
107	Dune	3	Nestbox107_Dune_Seasons3	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
107	Dune	3	Nestbox107_Dune_Seasons3	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
107	Dune	3	Nestbox107_Dune_Seasons3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0
107	Dune	3	Nestbox107_Dune_Seasons3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0
107	Dune	3	Nestbox107_Dune_Seasons3	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
110	Dune	3	Nestbox110_Dune_Seasons3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
110	Dune	3	Nestbox110_Dune_Seasons3	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
110	Dune	3	Nestbox110_Dune_Seasons3	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0
110	Dune	3	Nestbox110_Dune_Seasons3	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0
110	Dune	3	Nestbox110_Dune_Seasons3	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0
110	Dune	3	Nestbox110_Dune_Seasons3	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0
110	Dune	3	Nestbox110_Dune_Seasons3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
110	Dune	3	Nestbox110_Dune_Seasons3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0
110	Dune	3	Nestbox110_Dune_Seasons3	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0
110	Dune	3	Nestbox110_Dune_Seasons3	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
110	Dune	3	Nestbox110_Dune_Seasons3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
110	Dune	3	Nestbox110_Dune_Seasons3	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
118	Dune	3	Nestbox118_Dune_Seasons3	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0
118	Dune	3	Nestbox118_Dune_Seasons3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
118	Dune	3	Nestbox118_Dune_Seasons3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
118	Dune	3	Nestbox118_Dune_Seasons3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
118	Dune	3	Nestbox118_Dune_Seasons3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
118	Dune	3	Nestbox118_Dune_Seasons3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
118	Dune	3	Nestbox118_Dune_Seasons3	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0
118	Dune	3	Nestbox118_Dune_Seasons3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
118	Dune	3	Nestbox118_Dune_Seasons3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0
118	Dune	3	Nestbox118_Dune_Seasons3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0
118	Dune	3	Nestbox118_Dune_Seasons3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
118	Dune	3	Nestbox118_Dune_Seasons3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0
119	Dune	3	Nestbox119_Dune_Seasons3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
119	Dune	3	Nestbox119_Dune_Seasons3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
119	Dune	3	Nestbox119_Dune_Seasons3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
119	Dune	3	Nestbox119_Dune_Seasons3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
119	Dune	3	Nestbox119_Dune_Seasons3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
119	Dune	3	Nestbox119_Dune_Seasons3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
119	Dune	3	Nestbox119_Dune_Seasons3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
119	Dune	3	Nestbox119_Dune_Seasons3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
119	Dune	3	Nestbox119_Dune_Seasons3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
119	Dune	3	Nestbox119_Dune_Seasons3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
119	Dune	3	Nestbox119_Dune_Seasons3	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0
119	Dune	3	Nestbox119_Dune_Seasons3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
109	Dune	4	Nestbox109_Dune_Seasons4	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
109	Dune	4	Nestbox109_Dune_Seasons4	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
109	Dune	4	Nestbox109_Dune_Seasons4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
109	Dune	4	Nestbox109_Dune_Seasons4	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
109	Dune	4	Nestbox109_Dune_Seasons4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
109	Dune	4	Nestbox109_Dune_Seasons4	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0
109	Dune	4	Nestbox109_Dune_Seasons4	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0
109	Dune	4	Nestbox109_Dune_Seasons4	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0
109	Dune	4	Nestbox109_Dune_Seasons4	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0
109	Dune	4	Nestbox109_Dune_Seasons4	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0
109	Dune	4	Nestbox109_Dune_Seasons4	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0
109	Dune	4	Nestbox109_Dune_Seasons4	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0
110	Dune	4	Nestbox110_Dune_Seasons4	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0
110	Dune	4	Nestbox110_Dune_Seasons4	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0
110	Dune	4	Nestbox110_Dune_Seasons4	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0
110	Dune	4	Nestbox110_Dune_Seasons4	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0
